,index,post_class,prob
2681,289,308,0.11538461538461539
2805,834,308,0.16666666666666666
2806,711,308,0.10526315789473684
2820,876,308,0.14285714285714285
2871,649,308,0.125
2884,436,308,0.125
2889,424,308,0.125
2897,906,308,0.125
2902,198,308,0.15384615384615385
2911,126,308,0.125
2913,183,308,0.1111111111111111
2923,383,308,0.125
2955,989,308,0.125
2971,965,308,0.125
2972,431,308,0.2857142857142857
2980,681,308,0.14285714285714285
2986,105,308,0.1111111111111111
3003,1050,308,0.1111111111111111
3032,956,308,0.11764705882352941
3041,813,308,0.14285714285714285
3048,911,308,0.125
3064,746,308,0.1111111111111111
3074,75,308,0.1111111111111111
3077,581,308,0.5
3078,873,308,0.125
3081,1058,308,0.1111111111111111
3087,589,308,0.125
3089,908,308,0.14285714285714285
3109,623,308,0.14285714285714285
3120,442,308,0.125
3121,629,308,0.1111111111111111
3122,317,308,0.5
3156,322,308,0.125
3157,350,308,0.125
3160,413,308,0.125
3164,618,308,0.1111111111111111
3169,280,308,0.16666666666666666
3175,531,308,0.14285714285714285
3186,401,308,0.1111111111111111
3187,476,308,0.14285714285714285
3191,426,308,0.125
3192,991,308,0.14285714285714285
3200,1012,308,0.125
3201,899,308,0.125
3208,521,308,0.125
3220,904,308,0.16666666666666666
3232,41,308,0.125
3233,988,308,0.125
3241,1003,308,0.125
3259,594,308,0.16666666666666666
3277,880,308,0.125
3284,884,308,0.1111111111111111
3298,206,308,0.125
3307,216,308,0.16666666666666666
3309,178,308,0.14285714285714285
3320,674,308,0.125
3323,275,308,0.2
3335,942,308,0.14285714285714285
3351,667,308,0.125
3392,222,308,0.14285714285714285
3394,857,308,0.1111111111111111
3398,52,308,0.125
3401,229,308,0.1111111111111111
3409,838,308,0.125
3415,510,308,0.125
3416,712,308,0.14285714285714285
3427,657,308,0.16666666666666666
3436,673,308,0.14285714285714285
3442,694,308,0.1111111111111111
3449,399,308,0.125
3453,340,308,0.125
3456,128,308,0.125
3457,416,308,0.14285714285714285
3459,931,308,0.125
3481,190,308,0.14285714285714285
3483,693,308,0.125
3492,804,308,0.125
3493,1054,308,0.125
3499,1036,308,0.125
3503,999,308,0.125
3508,590,308,0.14285714285714285
3516,818,308,0.14285714285714285
3520,429,308,0.14285714285714285
3522,40,308,0.25
3530,174,308,0.125
3535,145,308,0.125
3541,359,308,0.16666666666666666
3542,1,308,0.1111111111111111
3791,415,266,0.10204081632653061
3854,208,266,0.11904761904761904
3865,543,266,0.11764705882352941
3945,638,266,0.14285714285714285
3947,272,266,0.14285714285714285
4028,405,266,0.10526315789473684
4031,430,266,0.10526315789473684
4061,950,266,0.1111111111111111
4070,424,266,0.125
4078,906,266,0.125
4097,1004,266,0.10526315789473684
4122,1000,266,0.14285714285714285
4132,496,266,0.14285714285714285
4134,30,266,0.14285714285714285
4159,427,266,0.125
4168,620,266,0.10526315789473684
4205,792,266,0.125
4221,295,266,0.125
4245,746,266,0.1111111111111111
4247,797,266,0.11764705882352941
4248,132,266,0.1111111111111111
4253,869,266,0.125
4259,873,266,0.125
4261,605,266,0.14285714285714285
4262,1058,266,0.1111111111111111
4276,980,266,0.125
4290,623,266,0.14285714285714285
4314,122,266,0.125
4315,862,266,0.1111111111111111
4317,315,266,0.125
4321,90,266,0.125
4322,384,266,0.125
4337,322,266,0.125
4338,350,266,0.125
4341,413,266,0.125
4353,22,266,0.16666666666666666
4355,23,266,0.14285714285714285
4359,978,266,0.1111111111111111
4360,994,266,0.1111111111111111
4369,253,266,0.125
4381,1012,266,0.125
4389,521,266,0.125
4393,527,266,0.14285714285714285
4412,557,266,0.125
4413,41,266,0.125
4418,270,266,0.125
4449,1041,266,0.125
4457,46,266,0.125
4465,884,266,0.1111111111111111
4467,53,266,0.14285714285714285
4469,57,266,0.125
4471,347,266,0.125
4474,215,266,0.125
4479,206,266,0.125
4489,787,266,0.1111111111111111
4501,674,266,0.125
4509,1035,266,0.14285714285714285
4510,878,266,0.125
4532,667,266,0.125
4533,955,266,0.1111111111111111
4549,473,266,0.125
4561,247,266,0.16666666666666666
4564,945,266,0.1111111111111111
4568,757,266,0.125
4575,857,266,0.1111111111111111
4581,948,266,0.14285714285714285
4595,756,266,0.125
4623,694,266,0.1111111111111111
4628,388,266,0.125
4634,340,266,0.125
4635,641,266,0.125
4655,907,266,0.1111111111111111
4664,693,266,0.125
4666,435,266,0.25
4684,999,266,0.125
4689,590,266,0.14285714285714285
4693,1007,266,0.125
4694,690,266,0.125
4713,812,266,0.125
4718,1042,266,0.125
4723,1,266,0.1111111111111111
4875,375,617,0.11475409836065574
4962,802,617,0.11428571428571428
5001,1068,617,0.10344827586206896
5017,245,617,0.12
5032,653,617,0.125
5044,312,617,0.25
5075,998,617,0.15384615384615385
5076,761,617,0.14285714285714285
5137,104,617,0.125
5175,799,617,0.1111111111111111
5227,330,617,0.125
5232,747,617,0.125
5249,396,617,0.14285714285714285
5269,707,617,0.25
5274,410,617,0.18181818181818182
5281,50,617,0.25
5314,306,617,0.1111111111111111
5324,99,617,0.125
5341,800,617,0.10526315789473684
5417,297,617,0.2
5432,983,617,0.14285714285714285
5436,75,617,0.1111111111111111
5437,86,617,0.125
5442,605,617,0.14285714285714285
5451,908,617,0.14285714285714285
5459,875,617,0.125
5466,599,617,0.2
5479,700,617,0.125
5490,395,617,0.16666666666666666
5558,549,617,0.125
5560,164,617,0.14285714285714285
5568,365,617,0.14285714285714285
5575,10,617,0.125
5582,904,617,0.16666666666666666
5590,18,617,0.1111111111111111
5597,567,617,0.1111111111111111
5601,1011,617,0.1111111111111111
5606,344,617,0.25
5657,730,617,0.125
5664,777,617,0.125
5672,736,617,0.2
5698,914,617,0.125
5699,176,617,0.16666666666666666
5709,339,617,0.1111111111111111
5728,774,617,0.14285714285714285
5735,403,617,0.14285714285714285
5737,256,617,0.16666666666666666
5738,532,617,0.2
5746,250,617,0.25
5763,229,617,0.1111111111111111
5766,43,617,0.14285714285714285
5767,1027,617,0.1111111111111111
5768,428,617,0.1111111111111111
5781,663,617,0.125
5787,656,617,0.14285714285714285
5788,555,617,0.1111111111111111
5791,146,617,0.125
5798,673,617,0.14285714285714285
5828,131,617,0.125
5833,984,617,0.125
5858,803,617,0.125
5860,703,617,0.1111111111111111
5867,896,617,0.125
5880,816,617,0.1111111111111111
5882,429,617,0.14285714285714285
5883,591,617,0.125
5890,682,617,0.1111111111111111
5896,283,617,0.1111111111111111
5903,359,617,0.16666666666666666
6220,660,1013,0.14285714285714285
6243,220,1013,0.18181818181818182
6252,1025,1013,0.1111111111111111
6254,764,1013,0.14285714285714285
6257,761,1013,0.14285714285714285
6261,111,1013,0.10344827586206896
6310,421,1013,0.13043478260869565
6385,759,1013,0.14285714285714285
6413,747,1013,0.125
6423,950,1013,0.1111111111111111
6425,175,1013,0.11764705882352941
6450,707,1013,0.25
6452,547,1013,0.13333333333333333
6476,80,1013,0.125
6478,601,1013,0.15384615384615385
6496,30,1013,0.14285714285714285
6545,721,1013,0.125
6586,49,1013,0.125
6592,338,1013,0.11764705882352941
6613,983,1013,0.14285714285714285
6662,628,1013,0.1111111111111111
6676,122,1013,0.125
6677,862,1013,0.1111111111111111
6679,315,1013,0.125
6683,90,1013,0.125
6686,93,1013,0.125
6696,98,1013,0.125
6713,465,1013,0.125
6721,978,1013,0.1111111111111111
6726,29,1013,0.125
6768,16,1013,0.1111111111111111
6798,335,1013,0.1111111111111111
6811,1041,1013,0.125
6818,45,1013,0.1111111111111111
6829,53,1013,0.14285714285714285
6831,57,1013,0.125
6844,391,1013,0.16666666666666666
6845,777,1013,0.125
6847,689,1013,0.1111111111111111
6858,419,1013,0.125
6880,176,1013,0.16666666666666666
6881,996,1013,0.125
6893,201,1013,0.14285714285714285
6895,955,1013,0.1111111111111111
6898,565,1013,0.14285714285714285
6911,473,1013,0.125
6918,256,1013,0.16666666666666666
6923,247,1013,0.16666666666666666
6926,945,1013,0.1111111111111111
6930,757,1013,0.125
6954,819,1013,0.14285714285714285
6955,234,1013,0.125
6962,663,1013,0.125
6969,555,1013,0.1111111111111111
6976,150,1013,0.125
6980,497,1013,0.1111111111111111
6997,641,1013,0.125
7004,381,1013,0.125
7017,907,1013,0.1111111111111111
7018,832,1013,0.125
7025,154,1013,0.16666666666666666
7037,82,1013,0.14285714285714285
7048,896,1013,0.125
7075,812,1013,0.125
7150,139,535,0.16666666666666666
7189,821,535,0.11
7191,6,535,0.11
7198,658,535,0.10638297872340426
7246,293,535,0.10526315789473684
7257,233,535,0.25
7281,327,535,0.2
7309,385,535,0.1111111111111111
7331,482,535,0.125
7340,138,535,0.14285714285714285
7354,91,535,0.3333333333333333
7364,895,535,0.10526315789473684
7393,652,535,0.14285714285714285
7394,653,535,0.125
7422,181,535,0.10526315789473684
7429,796,535,0.125
7438,761,535,0.14285714285714285
7451,748,535,0.1111111111111111
7504,503,535,0.15384615384615385
7524,151,535,0.125
7527,1033,535,0.125
7549,886,535,0.14285714285714285
7552,554,535,0.125
7558,919,535,0.18181818181818182
7575,887,535,0.14285714285714285
7582,574,535,0.125
7600,647,535,0.16666666666666666
7605,197,535,0.18181818181818182
7619,1031,535,0.125
7620,191,535,0.1111111111111111
7648,68,535,0.125
7656,979,535,0.16666666666666666
7686,99,535,0.125
7689,659,535,0.2
7693,966,535,0.16666666666666666
7699,179,535,0.125
7707,645,535,0.11764705882352941
7709,115,535,0.1111111111111111
7712,621,535,0.13333333333333333
7739,852,535,0.125
7760,860,535,0.125
7770,929,535,0.125
7787,281,535,0.125
7794,983,535,0.14285714285714285
7811,589,535,0.125
7813,908,535,0.14285714285714285
7828,599,535,0.2
7844,442,535,0.125
7864,90,535,0.125
7865,384,535,0.125
7868,94,535,0.125
7875,578,535,0.1111111111111111
7893,280,535,0.16666666666666666
7894,465,535,0.125
7916,991,535,0.14285714285714285
7919,548,535,0.3333333333333333
7921,550,535,0.16666666666666666
7937,10,535,0.125
7944,904,535,0.16666666666666666
7959,567,535,0.1111111111111111
7973,454,535,0.125
7983,594,535,0.16666666666666666
7992,1041,535,0.125
7993,243,535,0.16666666666666666
8002,211,535,0.14285714285714285
8007,81,535,0.125
8014,347,535,0.125
8026,777,535,0.125
8031,216,535,0.16666666666666666
8035,219,535,0.125
8046,729,535,0.125
8048,398,535,0.125
8072,224,535,0.1111111111111111
8076,955,535,0.1111111111111111
8087,447,535,0.125
8089,204,535,0.125
8092,473,535,0.125
8100,532,535,0.2
8114,225,535,0.125
8118,857,535,0.1111111111111111
8124,948,535,0.14285714285714285
8125,229,535,0.1111111111111111
8131,261,535,0.14285714285714285
8133,838,535,0.125
8145,831,535,0.16666666666666666
8152,305,535,0.2
8164,894,535,0.1111111111111111
8171,388,535,0.125
8191,773,535,0.125
8195,984,535,0.125
8197,434,535,0.16666666666666666
8201,650,535,0.125
8202,696,535,0.2
8211,177,535,0.2
8212,1039,535,0.25
8219,701,535,0.14285714285714285
8242,816,535,0.1111111111111111
8244,429,535,0.14285714285714285
8247,1018,535,0.16666666666666666
8252,682,535,0.1111111111111111
8254,174,535,0.125
8257,790,535,0.14285714285714285
8258,283,535,0.1111111111111111
8263,686,535,0.125
8264,173,535,0.125
8265,359,535,0.16666666666666666
8508,822,762,0.14285714285714285
8559,558,762,0.13043478260869565
8575,653,762,0.125
8632,748,762,0.1111111111111111
8666,717,762,0.125
8671,272,762,0.14285714285714285
8725,876,762,0.14285714285714285
8794,424,762,0.125
8802,906,762,0.125
8812,707,762,0.25
8816,126,762,0.125
8824,50,762,0.25
8837,979,762,0.16666666666666666
8857,306,762,0.1111111111111111
8979,75,762,0.1111111111111111
8996,606,762,0.2
9004,863,762,0.14285714285714285
9023,113,762,0.14285714285714285
9038,122,762,0.125
9054,271,762,0.125
9062,350,762,0.125
9080,531,762,0.14285714285714285
9103,164,762,0.14285714285714285
9105,1012,762,0.125
9106,899,762,0.125
9107,143,762,0.14285714285714285
9111,365,762,0.14285714285714285
9113,521,762,0.125
9166,564,762,0.125
9188,81,762,0.125
9189,884,762,0.1111111111111111
9197,125,762,0.14285714285714285
9208,210,762,0.125
9213,787,762,0.1111111111111111
9245,723,762,0.125
9252,339,762,0.1111111111111111
9265,538,762,0.125
9268,447,762,0.125
9297,222,762,0.14285714285714285
9306,229,762,0.1111111111111111
9309,43,762,0.14285714285714285
9311,428,762,0.1111111111111111
9330,656,762,0.14285714285714285
9340,1046,762,0.2
9341,673,762,0.14285714285714285
9353,982,762,0.125
9366,381,762,0.125
9388,693,762,0.125
9404,1036,762,0.125
9408,999,762,0.125
9413,590,762,0.14285714285714285
9423,816,762,0.1111111111111111
9426,591,762,0.125
9702,138,162,0.14285714285714285
9756,653,162,0.125
9763,660,162,0.14285714285714285
9779,1045,162,0.1111111111111111
9785,709,162,0.1111111111111111
9809,824,162,0.125
9834,393,162,0.14285714285714285
9862,320,162,0.1111111111111111
9894,251,162,0.10526315789473684
9897,432,162,0.14285714285714285
9939,870,162,0.25
10038,306,162,0.1111111111111111
10046,448,162,0.2
10050,141,162,0.14285714285714285
10053,662,162,0.1111111111111111
10072,105,162,0.1111111111111111
10104,264,162,0.2
10116,864,162,0.2
10121,323,162,0.125
10146,488,162,0.14285714285714285
10161,86,162,0.125
10167,1058,162,0.1111111111111111
10178,609,162,0.3333333333333333
10179,592,162,0.125
10183,875,162,0.125
10190,599,162,0.2
10229,93,162,0.125
10247,1065,162,0.125
10250,618,162,0.1111111111111111
10251,107,162,0.14285714285714285
10253,883,162,0.125
10273,476,162,0.14285714285714285
10282,549,162,0.125
10284,164,162,0.14285714285714285
10299,10,162,0.125
10307,4,162,0.3333333333333333
10314,18,162,0.1111111111111111
10322,568,162,0.125
10324,879,162,0.125
10325,1011,162,0.1111111111111111
10337,575,162,0.14285714285714285
10344,871,162,0.125
10359,1009,162,0.14285714285714285
10386,152,162,0.125
10398,221,162,0.125
10405,949,162,0.2
10421,942,162,0.14285714285714285
10422,914,162,0.125
10426,723,162,0.125
10433,339,162,0.1111111111111111
10434,224,162,0.2222222222222222
10436,201,162,0.14285714285714285
10446,538,162,0.125
10451,204,162,0.125
10462,532,162,0.2
10468,249,162,0.2
10490,43,162,0.14285714285714285
10491,1027,162,0.1111111111111111
10492,428,162,0.1111111111111111
10497,819,162,0.14285714285714285
10512,555,162,0.1111111111111111
10515,146,162,0.125
10518,298,162,0.16666666666666666
10519,150,162,0.125
10522,673,162,0.14285714285714285
10529,314,162,0.2
10538,841,162,0.125
10543,416,162,0.14285714285714285
10548,129,162,0.125
10554,420,162,0.125
10556,1049,162,0.2
10557,984,162,0.125
10565,964,162,0.125
10581,701,162,0.14285714285714285
10582,803,162,0.125
10602,818,162,0.14285714285714285
10611,962,162,0.125
10944,660,202,0.14285714285714285
10951,543,202,0.11764705882352941
11029,553,202,0.12
11072,834,202,0.16666666666666666
11137,747,202,0.125
11147,950,202,0.1111111111111111
11156,424,202,0.125
11168,753,202,0.125
11339,869,202,0.125
11341,75,202,0.1111111111111111
11348,1058,202,0.1111111111111111
11400,122,202,0.125
11408,384,202,0.125
11410,93,202,0.125
11416,271,202,0.125
11417,96,202,0.125
11431,618,202,0.1111111111111111
11441,23,202,0.14285714285714285
11442,531,202,0.14285714285714285
11445,978,202,0.1111111111111111
11455,253,202,0.125
11467,1012,202,0.125
11468,899,202,0.125
11475,521,202,0.125
11544,880,202,0.125
11553,53,202,0.14285714285714285
11555,57,202,0.125
11557,347,202,0.125
11562,730,202,0.125
11605,996,202,0.125
11617,201,202,0.14285714285714285
11618,667,202,0.125
11619,955,202,0.1111111111111111
11659,222,202,0.14285714285714285
11665,52,202,0.125
11686,663,202,0.125
11715,982,202,0.125
11770,999,202,0.125
11772,896,202,0.125
11775,590,202,0.14285714285714285
12117,652,809,0.14285714285714285
12130,312,809,0.25
12175,748,809,0.1111111111111111
12224,320,809,0.1111111111111111
12251,1033,809,0.125
12253,834,809,0.16666666666666666
12306,574,809,0.125
12324,647,809,0.16666666666666666
12335,396,809,0.14285714285714285
12353,946,809,0.14285714285714285
12372,68,809,0.125
12390,522,809,0.1111111111111111
12415,662,809,0.1111111111111111
12420,431,809,0.14285714285714285
12448,1052,809,0.16666666666666666
12457,376,809,0.1111111111111111
12463,852,809,0.125
12491,49,809,0.125
12534,148,809,0.14285714285714285
12553,530,809,0.125
12557,623,809,0.14285714285714285
12569,629,809,0.1111111111111111
12572,633,809,0.125
12582,862,809,0.1111111111111111
12583,842,809,0.125
12588,90,809,0.125
12591,93,809,0.125
12592,94,809,0.125
12601,98,809,0.125
12616,985,809,0.125
12620,22,809,0.16666666666666666
12622,23,809,0.14285714285714285
12636,253,809,0.125
12650,143,809,0.14285714285714285
12654,365,809,0.14285714285714285
12679,557,809,0.125
12684,568,809,0.125
12686,879,809,0.125
12697,454,809,0.125
12706,871,809,0.125
12716,1041,809,0.125
12717,243,809,0.16666666666666666
12758,736,809,0.2
12769,351,809,0.125
12771,275,809,0.2
12785,176,809,0.16666666666666666
12811,447,809,0.125
12814,774,809,0.14285714285714285
12816,473,809,0.125
12823,256,809,0.16666666666666666
12832,250,809,0.25
12838,225,809,0.125
12854,428,809,0.1111111111111111
12869,831,809,0.16666666666666666
12885,497,809,0.1111111111111111
12904,128,809,0.125
12906,642,809,0.25
12910,129,809,0.125
12915,773,809,0.125
12927,964,809,0.125
12930,154,809,0.16666666666666666
12949,470,809,0.125
12953,896,809,0.125
12957,366,809,0.1111111111111111
12960,1007,809,0.125
12982,283,809,0.1111111111111111
12983,145,809,0.125
13217,161,332,0.14285714285714285
13255,576,332,0.10714285714285714
13269,895,332,0.10526315789473684
13285,771,332,0.14285714285714285
13361,241,332,0.14285714285714285
13395,272,332,0.14285714285714285
13427,684,332,0.125
13432,1033,332,0.125
13435,711,332,0.10526315789473684
13449,876,332,0.14285714285714285
13593,141,332,0.14285714285714285
13601,431,332,0.14285714285714285
13617,621,332,0.13333333333333333
13629,1052,332,0.16666666666666666
13651,259,332,0.14285714285714285
13670,813,332,0.14285714285714285
13689,488,332,0.14285714285714285
13695,797,332,0.11764705882352941
13704,86,332,0.125
13706,581,332,0.5
13707,873,332,0.125
13730,866,332,0.125
13751,317,332,0.5
13763,862,332,0.1111111111111111
13780,578,332,0.1111111111111111
13811,541,332,0.25
13857,18,332,0.1111111111111111
13861,41,332,0.125
13877,902,332,0.14285714285714285
13884,335,332,0.1111111111111111
13893,890,332,0.14285714285714285
13902,1009,332,0.14285714285714285
13904,45,332,0.1111111111111111
13912,81,332,0.125
13926,371,332,0.16666666666666666
13933,689,332,0.1111111111111111
13937,787,332,0.1111111111111111
13938,178,332,0.14285714285714285
13940,219,332,0.125
13944,419,332,0.125
13953,398,332,0.125
13965,914,332,0.125
13988,776,332,0.25
14002,403,332,0.14285714285714285
14017,333,332,0.25
14069,894,332,0.1111111111111111
14072,314,332,0.2
14100,984,332,0.125
14110,190,332,0.14285714285714285
14114,435,332,0.125
14125,803,332,0.125
14128,1036,332,0.125
14138,366,332,0.2222222222222222
14169,173,332,0.25
14524,761,192,0.14285714285714285
14680,747,192,0.125
14736,70,192,0.1111111111111111
14974,618,192,0.1111111111111111
14985,531,192,0.14285714285714285
14993,29,192,0.125
15054,344,192,0.25
15108,206,192,0.125
15125,419,192,0.125
15165,565,192,0.14285714285714285
15183,403,192,0.14285714285714285
15202,222,192,0.14285714285714285
15259,399,192,0.125
15285,832,192,0.125
15304,82,192,0.14285714285714285
15308,703,192,0.1111111111111111
15705,761,44,0.14285714285714285
15842,887,44,0.14285714285714285
15861,747,44,0.125
15952,683,44,0.14285714285714285
16065,75,44,0.1111111111111111
16078,589,44,0.125
16088,875,44,0.125
16110,628,44,0.1111111111111111
16111,442,44,0.125
16135,94,44,0.125
16169,978,44,0.1111111111111111
16179,253,44,0.125
16187,549,44,0.125
16223,41,44,0.125
16341,201,44,0.14285714285714285
16343,955,44,0.1111111111111111
16381,225,44,0.125
16400,838,44,0.125
16450,931,44,0.125
16483,804,44,0.125
16491,392,44,0.125
16516,962,44,0.125
16881,1025,825,0.1111111111111111
17088,1004,825,0.10526315789473684
17161,110,825,0.13333333333333333
17196,792,825,0.125
17239,132,825,0.1111111111111111
17244,869,825,0.125
17267,980,825,0.125
