,index,post_class,prob
1151,195,616,0.25
1154,441,616,0.14285714285714285
1158,888,616,0.125
1169,646,616,0.125
1178,1063,616,0.16666666666666666
1181,431,616,0.1111111111111111
1182,180,616,0.25
1301,7,700,0.1038961038961039
1404,654,700,0.10526315789473684
1422,393,700,0.11904761904761904
1439,547,700,0.125
1440,179,700,0.10526315789473684
1448,964,700,0.2857142857142857
1461,333,700,0.16666666666666666
1483,824,700,0.125
1487,104,700,0.10526315789473684
1514,916,700,0.11538461538461539
1532,1120,700,0.10714285714285714
1534,1075,700,0.13043478260869565
1560,836,700,0.25
1575,1046,700,0.14285714285714285
1587,1054,700,0.125
1588,353,700,0.10526315789473684
1594,647,700,0.16666666666666666
1605,784,700,0.2
1610,227,700,0.125
1613,250,700,0.14285714285714285
1628,120,700,0.10526315789473684
1639,1,700,0.16666666666666666
1644,451,700,0.125
1645,228,700,0.16666666666666666
1661,574,700,0.14285714285714285
1664,369,700,0.125
1676,414,700,0.10526315789473684
1697,511,700,0.16666666666666666
1699,162,700,0.125
1705,193,700,0.3333333333333333
1711,789,700,0.18181818181818182
1719,703,700,0.125
1754,580,700,0.125
1758,635,700,0.14285714285714285
1762,64,700,0.14285714285714285
1773,39,700,0.16666666666666666
1790,21,700,0.15384615384615385
1791,622,700,0.125
1809,1081,700,0.125
1812,432,700,0.15384615384615385
1819,1117,700,0.14285714285714285
1830,690,700,0.15384615384615385
1832,1109,700,0.16666666666666666
1836,1082,700,0.14285714285714285
1837,1155,700,0.125
1854,970,700,0.16666666666666666
1855,356,700,0.125
1857,357,700,0.125
1859,296,700,0.13333333333333333
1862,1005,700,0.1111111111111111
1873,322,700,0.11764705882352941
1875,891,700,0.1111111111111111
1878,899,700,0.16666666666666666
1879,896,700,0.125
1884,314,700,0.1111111111111111
1897,68,700,0.2
1898,769,700,0.1111111111111111
1902,99,700,0.125
1905,775,700,0.125
1916,544,700,0.25
1918,831,700,0.125
1919,922,700,0.3333333333333333
1922,927,700,0.25
1924,561,700,0.14285714285714285
1925,599,700,0.125
1940,685,700,0.125
1952,109,700,0.25
1964,467,700,0.25
1968,714,700,0.14285714285714285
1977,987,700,0.1111111111111111
1980,705,700,0.125
1981,115,700,0.25
1986,1114,700,0.16666666666666666
1988,113,700,0.14285714285714285
1992,1148,700,0.16666666666666666
1993,370,700,0.125
2004,755,700,0.16666666666666666
2007,961,700,0.125
2017,1039,700,0.16666666666666666
2018,636,700,0.125
2026,1133,700,0.125
2027,363,700,0.125
2032,939,700,0.125
2034,25,700,0.125
2038,1135,700,0.16666666666666666
2048,36,700,0.125
2051,492,700,0.14285714285714285
2052,963,700,0.14285714285714285
2077,1038,700,0.25
2086,395,700,0.125
2097,937,700,0.125
2100,282,700,0.125
2103,211,700,0.1111111111111111
2115,897,700,0.16666666666666666
2119,689,700,0.25
2120,401,700,0.3333333333333333
2125,820,700,0.16666666666666666
2126,815,700,0.16666666666666666
2128,879,700,0.25
2130,223,700,0.125
2135,687,700,0.1111111111111111
2140,1017,700,0.125
2141,233,700,0.125
2145,236,700,0.16666666666666666
2153,461,700,0.125
2159,304,700,0.125
2162,37,700,0.125
2166,341,700,0.1111111111111111
2179,810,700,0.125
2183,1030,700,0.3333333333333333
2186,825,700,0.16666666666666666
2188,134,700,0.125
2193,265,700,0.125
2194,851,700,0.25
2196,898,700,0.125
2197,1106,700,0.125
2213,865,700,0.125
2215,770,700,0.14285714285714285
2223,244,700,0.125
2224,246,700,0.3333333333333333
2227,293,700,0.125
2240,838,700,0.25
2244,841,700,0.125
2245,871,700,0.125
2250,1048,700,0.125
2262,48,700,0.14285714285714285
2264,904,700,0.16666666666666666
2266,999,700,0.14285714285714285
2268,507,700,0.1111111111111111
2271,753,700,0.1111111111111111
2272,229,700,0.25
2274,484,700,0.125
2277,758,700,0.125
2278,418,700,0.14285714285714285
2282,528,700,0.125
2289,19,700,0.1111111111111111
2290,329,700,0.16666666666666666
2304,731,700,0.125
2309,733,700,0.1111111111111111
2314,164,700,0.125
2316,915,700,0.14285714285714285
2324,932,700,0.125
2325,383,700,0.14285714285714285
2326,488,700,0.16666666666666666
2330,191,700,0.1111111111111111
2336,796,700,0.125
2347,888,700,0.125
2348,957,700,0.25
2352,764,700,0.25
2354,45,700,0.25
2358,646,700,0.125
2359,173,700,0.125
2557,587,166,0.12
2614,889,166,0.10416666666666667
2635,940,166,0.13043478260869565
2637,964,166,0.14285714285714285
2645,605,166,0.1111111111111111
2651,790,166,0.10344827586206896
2666,276,166,0.10810810810810811
2670,174,166,0.16666666666666666
2706,225,166,0.1111111111111111
2709,344,166,0.125
2724,586,166,0.10526315789473684
2728,1079,166,0.10526315789473684
2743,494,166,0.125
2746,592,166,0.125
2750,14,166,0.12
2779,17,166,0.10526315789473684
2781,354,166,0.10526315789473684
2786,613,166,0.11764705882352941
2799,227,166,0.125
2808,181,166,0.14285714285714285
2818,708,166,0.14285714285714285
2822,639,166,0.10526315789473684
2824,230,166,0.13636363636363635
2825,1136,166,0.25
2828,1,166,0.16666666666666666
2842,577,166,0.16666666666666666
2858,442,166,0.16666666666666666
2861,350,166,0.16666666666666666
2865,414,166,0.15789473684210525
2879,761,166,0.1111111111111111
2883,757,166,0.14285714285714285
2888,162,166,0.125
2895,274,166,0.15384615384615385
2896,785,166,0.18181818181818182
2905,621,166,0.125
2908,703,166,0.125
2917,837,166,0.1111111111111111
2919,462,166,0.125
2920,988,166,0.25
2921,803,166,0.16666666666666666
2928,814,166,0.16666666666666666
2932,466,166,0.14285714285714285
2938,429,166,0.16666666666666666
2943,580,166,0.125
2945,728,166,0.125
2946,46,166,0.125
2949,575,166,0.13333333333333333
2961,581,166,0.11764705882352941
2964,33,166,0.14285714285714285
2979,21,166,0.15384615384615385
2989,130,166,0.125
2996,142,166,0.11764705882352941
2997,20,166,0.125
3003,504,166,0.14285714285714285
3006,535,166,0.11764705882352941
3008,1117,166,0.14285714285714285
3022,1102,166,0.1111111111111111
3025,1082,166,0.14285714285714285
3026,1155,166,0.125
3030,931,166,0.1111111111111111
3043,970,166,0.16666666666666666
3046,357,166,0.125
3048,296,166,0.13333333333333333
3051,1005,166,0.1111111111111111
3059,990,166,0.1111111111111111
3066,474,166,0.1111111111111111
3076,405,166,0.11764705882352941
3077,367,166,0.14285714285714285
3083,778,166,0.2
3091,99,166,0.125
3094,775,166,0.125
3098,677,166,0.1111111111111111
3103,8,166,0.14285714285714285
3105,544,166,0.25
3114,599,166,0.125
3117,13,166,0.1111111111111111
3118,588,166,0.14285714285714285
3120,377,166,0.2
3128,787,166,0.125
3130,557,166,0.14285714285714285
3148,1044,166,0.125
3154,123,166,0.3333333333333333
3157,714,166,0.14285714285714285
3161,125,166,0.2
3162,718,166,0.25
3164,3,166,0.125
3165,1085,166,0.125
3166,987,166,0.1111111111111111
3168,706,166,0.14285714285714285
3169,705,166,0.125
3180,6,166,0.14285714285714285
3181,1148,166,0.16666666666666666
3184,272,166,0.2
3190,894,166,0.14285714285714285
3192,54,166,0.1111111111111111
3195,345,166,0.14285714285714285
3196,961,166,0.125
3200,617,166,0.16666666666666666
3204,882,166,0.125
3206,1039,166,0.16666666666666666
3207,636,166,0.125
3209,268,166,0.14285714285714285
3215,1133,166,0.125
3216,363,166,0.125
3217,58,166,0.1111111111111111
3224,44,166,0.125
3230,965,166,0.1111111111111111
3234,34,166,0.125
3236,624,166,0.125
3244,627,166,0.1111111111111111
3248,628,166,0.16666666666666666
3254,666,166,0.125
3261,80,166,0.16666666666666666
3262,79,166,0.125
3264,564,166,0.25
3269,83,166,0.2
3270,668,166,0.1111111111111111
3271,238,166,0.3333333333333333
3275,395,166,0.125
3276,884,166,0.14285714285714285
3277,201,166,0.1111111111111111
3279,562,166,0.125
3281,852,166,0.125
3286,937,166,0.125
3287,652,166,0.1111111111111111
3290,458,166,0.125
3298,366,166,0.1111111111111111
3301,1123,166,0.14285714285714285
3304,897,166,0.16666666666666666
3305,658,166,0.14285714285714285
3307,634,166,0.1111111111111111
3312,27,166,0.2
3314,820,166,0.16666666666666666
3318,1100,166,0.14285714285714285
3320,207,166,0.125
3329,1017,166,0.125
3330,233,166,0.125
3337,297,166,0.125
3345,632,166,0.25
3348,304,166,0.125
3351,37,166,0.125
3364,1042,166,0.125
3370,724,166,0.3333333333333333
3377,134,166,0.125
3380,868,166,0.14285714285714285
3381,409,166,0.16666666666666666
3382,265,166,0.125
3385,898,166,0.125
3386,1106,166,0.125
3393,449,166,0.125
3395,116,166,0.2
3396,1022,166,0.125
3397,312,166,0.14285714285714285
3404,770,166,0.14285714285714285
3408,258,166,0.16666666666666666
3434,871,166,0.125
3436,649,166,0.125
3442,1001,166,0.16666666666666666
3445,653,166,0.125
3446,992,166,0.14285714285714285
3449,1076,166,0.14285714285714285
3451,48,166,0.14285714285714285
